678;571;333;190143
679;577;325;187525
680;578;330;190740
681;587;323;189601
682;587;333;195471
683;594;329;195426
684;591;338;199758
685;593;334;198062
686;588;343;201684
687;591;339;200349
688;587;345;202515
689;591;345;203895
690;591;346;204486
691;602;336;202272
692;604;343;207172
693;611;341;208351
694;612;345;211140
695;617;344;212248
696;611;359;219349
697;614;356;218584
698;603;362;218286
699;599;356;213244
700;590;357;210630
701;588;350;205800
702;577;356;205412
703;572;353;201916
704;568;340;193120
705;573;330;189090
706;571;333;190143
707;577;325;187525
708;578;330;190740
709;587;323;189601
710;587;333;195471
711;594;329;195426
712;591;338;199758
713;593;334;198062
714;588;343;201684
715;591;339;200349
716;587;345;202515
717;591;345;203895
718;591;346;204486
719;602;336;202272
720;604;343;207172
721;611;341;208351
722;612;345;211140
723;617;344;212248
724;611;359;219349
725;614;356;218584
726;603;362;218286
727;599;356;213244
728;590;357;210630
729;588;350;205800
730;577;356;205412
731;572;353;201916
732;568;340;193120
733;573;330;189090
734;571;333;190143
735;577;325;187525
736;578;330;190740
737;587;323;189601
738;587;333;195471
739;594;329;195426
740;591;338;199758
741;593;334;198062
742;588;343;201684
743;591;339;200349
744;587;345;202515
745;591;345;203895
746;591;346;204486
747;602;336;202272
748;604;343;207172
749;611;341;208351
750;612;345;211140
751;617;344;212248
752;611;359;219349
753;614;356;218584
754;603;362;218286
755;599;356;213244
756;590;357;210630
757;588;350;205800
758;577;356;205412
759;572;353;201916
760;568;340;193120
761;573;330;189090
762;571;333;190143
763;577;325;187525
764;578;330;190740
765;587;323;189601
766;587;333;195471
767;594;329;195426
768;591;338;199758
769;593;334;198062
770;588;343;201684
771;591;339;200349
772;587;345;202515
773;591;345;203895
774;591;346;204486
775;602;336;202272
776;604;343;207172
777;611;341;208351
778;612;345;211140
779;617;344;212248
780;611;359;219349
781;614;356;218584
782;603;362;218286
783;599;356;213244
784;590;357;210630
785;588;350;205800
786;577;356;205412
787;572;353;201916
788;568;340;193120
789;573;330;189090
790;571;333;190143
791;577;325;187525
792;578;330;190740
793;587;323;189601
794;587;333;195471
795;594;329;195426
796;591;338;199758
797;593;334;198062
798;588;343;201684
799;591;339;200349
800;587;345;202515
801;591;345;203895
802;591;346;204486
803;602;336;202272
804;604;343;207172
805;611;341;208351
806;612;345;211140
807;617;344;212248
808;611;359;219349
809;614;356;218584
810;603;362;218286
811;599;356;213244
812;590;357;210630
813;588;350;205800
814;577;356;205412
815;572;353;201916
816;568;340;193120
817;573;330;189090
818;571;333;190143
819;577;325;187525
820;578;330;190740
821;587;323;189601
822;587;333;195471
823;594;329;195426
824;591;338;199758
825;593;334;198062
826;588;343;201684
827;591;339;200349
828;587;345;202515
829;591;345;203895
830;591;346;204486
831;602;336;202272
832;604;343;207172
833;611;341;208351
834;612;345;211140
835;617;344;212248
836;611;359;219349
837;614;356;218584
838;603;362;218286
839;599;356;213244
840;590;357;210630
841;588;350;205800
842;577;356;205412
843;572;353;201916
844;568;340;193120
845;573;330;189090
846;571;333;190143
847;577;325;187525
848;578;330;190740
849;587;323;189601
850;587;333;195471
851;594;329;195426
852;591;338;199758
853;593;334;198062
854;588;343;201684
855;591;339;200349
856;587;345;202515
857;591;345;203895
858;591;346;204486
859;602;336;202272
860;604;343;207172
861;611;341;208351
862;612;345;211140
863;617;344;212248
864;611;359;219349
865;614;356;218584
866;603;362;218286
867;599;356;213244
868;590;357;210630
869;588;350;205800
870;577;356;205412
871;572;353;201916
872;568;340;193120
873;573;330;189090
874;571;333;190143
875;577;325;187525
876;578;330;190740
877;587;323;189601
878;587;333;195471
879;594;329;195426
880;591;338;199758
881;593;334;198062
882;588;343;201684
883;591;339;200349
884;587;345;202515
885;591;345;203895
886;591;346;204486
887;602;336;202272
888;604;343;207172
889;611;341;208351
890;612;345;211140
891;617;344;212248
892;611;359;219349
893;614;356;218584
894;603;362;218286
895;599;356;213244
896;590;357;210630
897;588;350;205800
898;577;356;205412
899;572;353;201916
900;568;340;193120
901;573;330;189090
902;571;333;190143
903;577;325;187525
904;578;330;190740
905;587;323;189601
906;587;333;195471
907;594;329;195426
908;591;338;199758
909;593;334;198062
910;588;343;201684
911;591;339;200349
912;587;345;202515
913;591;345;203895
914;591;346;204486
915;602;336;202272
916;604;343;207172
917;611;341;208351
918;612;345;211140
919;617;344;212248
920;611;359;219349
921;614;356;218584
922;603;362;218286
923;599;356;213244
924;590;357;210630
925;588;350;205800
926;577;356;205412
927;572;353;201916
928;568;340;193120
929;573;330;189090
930;571;333;190143
931;577;325;187525
932;578;330;190740
933;587;323;189601
934;587;333;195471
935;594;329;195426
936;591;338;199758
937;593;334;198062
938;588;343;201684
939;591;339;200349
940;587;345;202515
941;591;345;203895
942;591;346;204486
943;602;336;202272
944;604;343;207172
945;611;341;208351
946;612;345;211140
947;617;344;212248
948;611;359;219349
949;614;356;218584
950;603;362;218286
951;599;356;213244
952;590;357;210630
953;588;350;205800
954;577;356;205412
955;572;353;201916
956;568;340;193120
957;573;330;189090
958;571;333;190143
959;577;325;187525
960;578;330;190740
961;587;323;189601
962;587;333;195471
963;594;329;195426
964;591;338;199758
965;593;334;198062
966;588;343;201684
967;591;339;200349
968;587;345;202515
969;591;345;203895
970;591;346;204486
971;602;336;202272
972;604;343;207172
973;611;341;208351
974;612;345;211140
975;617;344;212248
976;611;359;219349
977;614;356;218584
978;603;362;218286
979;599;356;213244
980;590;357;210630
981;588;350;205800
982;577;356;205412
983;572;353;201916
984;568;340;193120
985;573;330;189090
986;571;333;190143
987;577;325;187525
988;578;330;190740
989;587;323;189601
990;587;333;195471
991;594;329;195426
992;591;338;199758
993;593;334;198062
994;588;343;201684
995;591;339;200349
996;587;345;202515
997;591;345;203895
998;591;346;204486
999;602;336;202272
1000;604;343;207172
1001;611;341;208351
1002;612;345;211140
1003;617;344;212248
1004;611;359;219349
1005;614;356;218584
1006;603;362;218286
1007;599;356;213244
1008;590;357;210630
1009;588;350;205800
